"Longitude","Latitude","year","PubMedID","Tested","Present","realised","86","184","1246"
49.65,-14.65,2006,"20967251",240,80,"XXY",0,0,1
49.65,-14.65,2006,"20967251",240,172,"XFX",0,1,0
49.65,-14.65,2006,"20967251",240,147,"YXX",1,0,0
-4.29177,11.1781,2012,"28004634",238,46,"YXX",1,0,0
12.7391,-0.815042,2014,"27538948",237,175,"XFX",0,1,0
-4.29177,11.1781,2012,"28004634",236,167,"XFX",0,1,0
9.3146,4.08925,2011,"29854394",234,131,"XFX",0,1,0
38.9929,-6.78132,2007,"21410954",234,119,"YXX",1,0,0
-12.1782,12.5659,2011,"30865632",233,126,"XFX",0,1,0
-12.1782,12.5659,2011,"30865632",233,153,"YXX",1,0,0
9.3146,4.08925,2014,"29110722",233,121,"XFX",0,1,0
9.3146,4.08925,2014,"29110722",233,25,"YXX",1,0,0
39.2026,-6.16592,2002,"17467344",233,51,"XFX",0,1,0
-12.1782,12.5659,2018,"38982475",232,142,"XFX",0,1,0
30.8958,-28.5306,2024,"40236387",230,148,"XFX",0,1,0
36.9541,6.5157,2021,"null",230,221,"XFX",0,1,0
36.9541,6.5157,2021,"null",227,9,"XXY",0,0,1
-12.1782,12.5659,2018,"38982475",226,15,"YXX",1,0,0
9.3146,4.08925,2004,"29854394",226,7,"XXY",0,0,1
9.3146,4.08925,2004,"29854394",226,189,"YXX",1,0,0
30.91,3.03,2016,"30418593",226,18,"XXY",0,0,1
30.91,3.03,2016,"30418593",226,160,"XFX",0,1,0
30.91,3.03,2016,"30418593",226,2,"YXX",1,0,0
-0.853333,9.4075,2000,"16297285",225,127,"YXX",1,0,0
34.768,-0.0917016,2009,"23675533",225,101,"YXX",1,0,0
37.3827,-14.7507,2020,"39985013",225,1,"XXY",0,0,1
18.5833,4.36667,2004,"16474071",224,49,"YXX",1,0,0
39.2026,-6.16592,2002,"17467344",224,168,"YXX",1,0,0
9.3146,4.08925,2004,"29854394",223,217,"XFX",0,1,0
17.7666,8.3395,2012,"9999970",223,20,"YXX",1,0,0
34.1811,0.692778,2010,"24629020",223,129,"XXY",0,0,1
34.1811,0.692778,2010,"24629020",223,80,"XFX",0,1,0
34.1811,0.692778,2010,"24629020",223,147,"YXX",1,0,0
38.7918,-5.17594,2003,"17194834",222,180,"XXY",0,0,1
36.9541,6.5157,2021,"null",221,11,"YXX",1,0,0
34.0149,0.776,2012,"28327148",220,80,"YXX",1,0,0
-1.56448,6.75162,2017,"31315304",216,45,"YXX",1,0,0
-0.947762,9.56152,2017,"31315304",216,65,"YXX",1,0,0
-0.946474,9.55771,2017,"31315304",216,55,"YXX",1,0,0
-0.102998,5.88169,2017,"31315304",216,18,"YXX",1,0,0
0.60373,5.78287,2017,"31315304",216,33,"YXX",1,0,0
34.0149,0.776,2012,"28327148",215,117,"XXY",0,0,1
-1.27314,5.5662,2013,"27026134",214,35,"XXY",0,0,1
-1.27314,5.5662,2013,"27026134",214,188,"XFX",0,1,0
-1.27314,5.5662,2013,"27026134",214,77,"YXX",1,0,0
34.1811,0.692778,2015,"28968782",214,142,"XFX",0,1,0
34.1811,0.692778,2015,"28968782",213,46,"YXX",1,0,0
38.9067,-6.43725,2014,"28829723",213,30,"YXX",1,0,0
29.7181,-2.56041,2018,"34228534",212,5,"XXY",0,0,1
29.7181,-2.56041,2018,"34228534",212,114,"XFX",0,1,0
29.7181,-2.56041,2018,"34228534",212,8,"YXX",1,0,0
11.9333,3.96667,2007,"22498364",209,200,"YXX",1,0,0
9.3146,4.08925,2011,"29854394",208,94,"YXX",1,0,0
30.0605,-1.9539,2018,"40506728",208,14,"XXY",0,0,1
30.0605,-1.9539,2018,"40506728",208,109,"XFX",0,1,0
30.0605,-1.9539,2018,"40506728",208,8,"YXX",1,0,0
39.2026,-6.16592,2005,"17467344",208,52,"XFX",0,1,0
-8.20697,12.1509,2016,"31718631",207,2,"XXY",0,0,1
26.9833,-16.75,2023,"39802768",207,93,"XFX",0,1,0
34.1811,0.692778,2015,"28968782",207,55,"XXY",0,0,1
34.3833,-0.183333,2012,"36100912",207,28,"XXY",0,0,1
34.3833,-0.183333,2012,"36100912",207,108,"XFX",0,1,0
34.3833,-0.183333,2012,"36100912",207,21,"YXX",1,0,0
26.9833,-16.75,2023,"39802768",205,0,"YXX",1,0,0
28.2833,-15.4167,2016,"40506728",205,4,"XXY",0,0,1
9.76464,4.05885,2020,"35357271",203,203,"XXY",0,0,1
9.76464,4.05885,2020,"35357271",203,19,"XFX",0,1,0
9.76464,4.05885,2020,"35357271",203,33,"YXX",1,0,0
28.2833,-15.4167,2016,"40506728",203,76,"XFX",0,1,0
28.2833,-15.4167,2016,"40506728",203,1,"YXX",1,0,0
11.5167,3.86667,2007,"22498364",201,181,"YXX",1,0,0
14.2343,-6.2649,2015,"29458380",201,8,"XXY",0,0,1
14.2343,-6.2649,2015,"29458380",201,88,"XFX",0,1,0
14.2343,-6.2649,2015,"29458380",201,51,"YXX",1,0,0
24.6667,-17.5,2023,"40744004",201,4,"XXY",0,0,1
24.6667,-17.5,2023,"40744004",201,111,"XFX",0,1,0
24.6667,-17.5,2023,"null",201,4,"XXY",0,0,1
24.6667,-17.5,2023,"null",201,111,"XFX",0,1,0
34.1811,0.692778,2003,"16641472",201,177,"XXY",0,0,1
34.1811,0.692778,2003,"16641472",201,24,"XFX",0,1,0
34.1811,0.692778,2003,"16641472",201,185,"YXX",1,0,0
34.1811,0.692778,2004,"17562798",201,167,"XXY",0,0,1
34.1811,0.692778,2004,"17562798",201,30,"XFX",0,1,0
34.1811,0.692778,2004,"17562798",201,182,"YXX",1,0,0
7.25521,5.18248,2019,"36910307",200,118,"YXX",1,0,0
24.6667,-17.5,2023,"40744004",200,0,"YXX",1,0,0
24.6667,-17.5,2023,"null",200,0,"YXX",1,0,0
34.2422,-0.0617328,2012,"26392510",200,13,"YXX",1,0,0
34.55,-0.0428065,2005,"18671871",200,133,"XXY",0,0,1
34.55,-0.0428065,2005,"18671871",200,95,"XFX",0,1,0
34.55,-0.0428065,2005,"18671871",200,135,"YXX",1,0,0
34.7519,0.282731,2005,"18671871",200,120,"XXY",0,0,1
34.7519,0.282731,2005,"18671871",200,61,"XFX",0,1,0
34.7519,0.282731,2005,"18671871",200,149,"YXX",1,0,0
34.772,-0.678306,2005,"18671871",200,116,"XXY",0,0,1
34.772,-0.678306,2005,"18671871",200,89,"XFX",0,1,0
34.772,-0.678306,2005,"18671871",200,91,"YXX",1,0,0
13.2344,-8.83833,2005,"19014684",199,142,"YXX",1,0,0
-14.9422,12.9004,2019,"38982475",198,0,"XXY",0,0,1
17.7666,8.3395,2023,"9999970",197,11,"YXX",1,0,0
29.3133,-2.1346,2015,"27647575",197,35,"XXY",0,0,1
34.1811,0.692778,2008,"24610872",197,112,"XXY",0,0,1
34.1811,0.692778,2008,"24610872",197,110,"XFX",0,1,0
34.1811,0.692778,2008,"24610872",197,144,"YXX",1,0,0
29.3133,-2.1346,2015,"27647575",196,33,"YXX",1,0,0
2.15976,6.66446,2007,"24100489",195,23,"XXY",0,0,1
2.15976,6.66446,2007,"24100489",195,155,"XFX",0,1,0
2.15976,6.66446,2007,"24100489",195,159,"YXX",1,0,0
12.35,12.35,2005,"18304270",195,58,"YXX",1,0,0
35.4042,-23.717,2010,"23382159",195,84,"XFX",0,1,0
35.4042,-23.717,2010,"23382159",195,111,"YXX",1,0,0
42.1227,9.31256,2010,"24964730",195,0,"XXY",0,0,1
42.1227,9.31256,2010,"24964730",195,10,"XFX",0,1,0
42.1227,9.31256,2010,"24964730",195,29,"YXX",1,0,0
3.36708,6.52613,2010,"38764795",194,62,"YXX",1,0,0
13.4165,-12.5905,2015,"29458380",194,0,"XXY",0,0,1
13.4165,-12.5905,2015,"29458380",194,50,"XFX",0,1,0
13.4165,-12.5905,2015,"29458380",194,26,"YXX",1,0,0
32.4325,15.5018,2016,"32817665",194,3,"XXY",0,0,1
32.4325,15.5018,2016,"32817665",194,171,"XFX",0,1,0
32.4325,15.5018,2016,"32817665",194,104,"YXX",1,0,0
34.2422,-0.0617328,2012,"26392510",194,38,"XXY",0,0,1
2.61667,9.35,2012,"24225351",193,47,"YXX",1,0,0
34.2422,-0.0617328,2012,"26392510",193,121,"XFX",0,1,0
39.2026,-6.16592,2005,"17467344",193,42,"XXY",0,0,1
39.2026,-6.16592,2005,"17467344",193,149,"YXX",1,0,0
38.7912,9.0028,2021,"40681807",193,7,"YXX",1,0,0
38.7912,9.0028,2021,"40681807",193,184,"XFX",0,1,0
38.7912,9.0028,2021,"40681807",193,0,"XXY",0,0,1
1.4193,6.65634,2022,"38570791",192,0,"XXY",0,0,1
1.4193,6.65634,2022,"38570791",192,149,"XFX",0,1,0
1.4193,6.65634,2022,"38570791",192,0,"YXX",1,0,0
34.1811,0.692778,2003,"24799371",192,172,"YXX",1,0,0
-8.20697,12.1509,2016,"31718631",191,30,"YXX",1,0,0
-5.4625,12.382,2012,"27662368",191,51,"YXX",1,0,0
39.9167,8.9,2021,"40681807",191,5,"YXX",1,0,0
38.7918,-5.17594,2003,"17194834",190,177,"YXX",1,0,0
39.2026,-6.16592,2002,"15717281",189,160,"YXX",1,0,0
-14.9422,12.9004,2019,"38982475",188,123,"XFX",0,1,0
-14.9422,12.9004,2019,"38982475",188,8,"YXX",1,0,0
38.6667,-6.4,2008,"23506218",188,73,"YXX",1,0,0
-15.6178,11.8817,2016,"31349834",187,132,"XFX",0,1,0
-15.6178,11.8817,2016,"31349834",187,16,"YXX",1,0,0
5.6145,6.3176,2006,"19122920",187,32,"YXX",1,0,0
16.7001,8.46722,2017,"35279140",187,0,"XXY",0,0,1
16.7001,8.46722,2017,"35279140",187,9,"YXX",1,0,0
34.1811,0.692778,2003,"24799371",187,46,"XFX",0,1,0
38.7918,-5.17594,2003,"17194834",187,22,"XFX",0,1,0
-4.29177,11.1781,2022,"38411062",186,10,"YXX",1,0,0
16.7001,8.46722,2017,"35279140",186,105,"XFX",0,1,0
30.0592,-2.31204,2015,"27647575",186,40,"YXX",1,0,0
38.6667,-6.4,2008,"23506218",186,69,"XFX",0,1,0
-16.2341,14.658,2018,"38982475",185,139,"XFX",0,1,0
-15.6072,13.575,2002,"16206082",185,84,"YXX",1,0,0
34.1811,0.692778,2003,"24799371",185,182,"XXY",0,0,1
39.2026,-6.16592,2002,"17550470",185,77,"XXY",0,0,1
39.9167,8.9,2021,"40681807",185,0,"XXY",0,0,1
39.9167,8.9,2021,"40681807",185,178,"XFX",0,1,0
-4.29177,11.1781,2022,"38411062",184,134,"XFX",0,1,0
38.6667,-6.4,2008,"23506218",184,26,"XXY",0,0,1
-15.6072,13.575,2002,"16206082",183,157,"XFX",0,1,0
-1.56448,6.75162,2017,"31315304",183,47,"XFX",0,1,0
-0.947762,9.56152,2017,"31315304",183,50,"XFX",0,1,0
-0.946474,9.55771,2017,"31315304",183,54,"XFX",0,1,0
-0.102998,5.88169,2017,"31315304",183,18,"XFX",0,1,0
0.60373,5.78287,2017,"31315304",183,14,"XFX",0,1,0
10.1739,1.74579,2005,"23537170",181,152,"YXX",1,0,0
10.1739,1.74579,2005,"23537170",180,4,"XXY",0,0,1
37.9131,15.5299,2014,"26875763",180,154,"XFX",0,1,0
37.9131,15.5299,2014,"26875763",180,20,"YXX",1,0,0
38.9067,-6.43725,2008,"28829723",180,95,"YXX",1,0,0
11.5167,3.86667,2020,"37028468",179,25,"YXX",1,0,0
16.7001,8.46722,2016,"null",179,0,"XXY",0,0,1
16.7001,8.46722,2016,"null",179,102,"XFX",0,1,0
16.7001,8.46722,2016,"null",179,9,"YXX",1,0,0
11.5167,3.86667,2020,"37028468",178,134,"XFX",0,1,0
18.5833,4.36667,2004,"16474071",178,32,"XXY",0,0,1
30.0592,-2.31204,2015,"27647575",178,37,"XXY",0,0,1
-15.6,11.8667,2002,"17488902",177,1,"XXY",0,0,1
31.0241,-1.71925,2022,"39159633",176,74,"XFX",0,1,0
31.0241,-1.71925,2022,"39159633",176,0,"YXX",1,0,0
-4.29177,11.1781,2022,"38411062",175,0,"XXY",0,0,1
26.9522,-10.9424,2018,"38016502",175,114,"XFX",0,1,0
26.9522,-10.9424,2018,"38016502",175,10,"YXX",1,0,0
29.3133,-2.1346,2015,"27647575",175,100,"XFX",0,1,0
39.3933,-6.10809,2005,"32687050",175,44,"XXY",0,0,1
-17.366,14.7645,2010,"22694921",174,30,"YXX",1,0,0
-17.366,14.7645,2010,"25199781",174,0,"XXY",0,0,1
-17.366,14.7645,2010,"25199781",174,125,"XFX",0,1,0
-17.366,14.7645,2010,"25199781",174,26,"YXX",1,0,0
-17.366,14.7645,2010,"22694921",173,117,"XFX",0,1,0
-16.4167,13.7167,2012,"37670357",173,145,"XFX",0,1,0
-16.4167,13.7167,2012,"37670357",173,75,"YXX",1,0,0
29.4461,-1.1855,2018,"38016502",173,116,"XFX",0,1,0
29.4461,-1.1855,2018,"38016502",173,68,"YXX",1,0,0
33.2042,0.424444,2016,"32660999",173,131,"XFX",0,1,0
39.2026,-6.16592,2002,"17550470",173,30,"XFX",0,1,0
39.3933,-6.10809,2005,"32687050",173,156,"XFX",0,1,0
-16.2341,14.658,2018,"38982475",171,46,"YXX",1,0,0
-1.08489,6.80194,1998,"11679121",171,113,"YXX",1,0,0
30.0592,-2.31204,2015,"27647575",171,107,"XFX",0,1,0
33.5203,14.3995,2007,"20682863",171,87,"YXX",1,0,0
34.1811,0.692778,2009,"24610872",171,99,"XFX",0,1,0
34.1811,0.692778,2011,"24610872",171,106,"XFX",0,1,0
34.1811,0.692778,2012,"36260349",171,141,"XFX",0,1,0
34.1811,0.692778,2012,"36260349",171,34,"YXX",1,0,0
36.8384,7.67848,2013,"25986047",171,171,"XFX",0,1,0
39.3933,-6.10809,2005,"32687050",171,149,"YXX",1,0,0
-15.6178,11.8817,2005,"25421474",170,61,"YXX",1,0,0
-6.91667,10.7833,2003,"18337343",170,98,"YXX",1,0,0
8.767,3.73203,2013,"34906159",170,3,"XXY",0,0,1
8.767,3.73203,2013,"34906159",170,125,"YXX",1,0,0
33.5592,14.3987,2017,"40439506",170,0,"XXY",0,0,1
33.5592,14.3987,2017,"40439506",170,150,"XFX",0,1,0
33.5592,14.3987,2017,"40439506",170,25,"YXX",1,0,0
-8.31791,12.1977,2004,"19245687",169,60,"YXX",1,0,0
8.767,3.73203,2016,"34906159",169,0,"XXY",0,0,1
8.767,3.73203,2016,"34906159",169,47,"YXX",1,0,0
34.1811,0.692778,2009,"24610872",169,106,"YXX",1,0,0
36.8219,-1.29207,2010,"32201636",169,47,"YXX",1,0,0
-17.366,14.7645,2010,"22694921",168,0,"XXY",0,0,1
-15.6,11.8667,2005,"19718439",168,62,"YXX",1,0,0
-13.2952,9.55553,2012,"34581793",168,47,"YXX",1,0,0
30.8958,-28.5306,2024,"40236387",168,0,"YXX",1,0,0
34.1811,0.692778,2009,"24610872",168,86,"XXY",0,0,1
34.1811,0.692778,2011,"24610872",168,48,"YXX",1,0,0
46.05,-18.7698,2006,"19704124",168,95,"YXX",1,0,0
46.05,-18.7698,2006,"19704124",168,105,"XFX",0,1,0
46.05,-18.7698,2006,"19704124",168,46,"XXY",0,0,1
26.9522,-10.9424,2018,"38016502",167,2,"XXY",0,0,1
34.1811,0.692778,2011,"24610872",167,42,"XXY",0,0,1
-8.20697,12.1509,2016,"36267403",166,2,"XXY",0,0,1
-8.20697,12.1509,2016,"36267403",166,105,"XFX",0,1,0
-8.20697,12.1509,2016,"36267403",166,18,"YXX",1,0,0
22.241,-19.9547,2014,"30350774",166,13,"YXX",1,0,0
1.19777,7.75615,2022,"38570791",165,0,"XXY",0,0,1
1.19777,7.75615,2022,"38570791",165,122,"XFX",0,1,0
1.19777,7.75615,2022,"38570791",165,1,"YXX",1,0,0
32.2881,2.7724,2016,"32070358",165,0,"YXX",1,0,0
34.55,-0.0428065,2008,"29363453",165,144,"XXY",0,0,1
34.55,-0.0428065,2008,"29363453",165,98,"XFX",0,1,0
34.55,-0.0428065,2008,"29363453",165,108,"YXX",1,0,0
-1.58333,6.45,2012,"29582732",164,25,"YXX",1,0,0
8.767,3.73203,2011,"34906159",163,0,"XXY",0,0,1
8.767,3.73203,2011,"34906159",163,114,"YXX",1,0,0
32.2881,2.7724,2016,"32070358",163,5,"XXY",0,0,1
36.8384,7.67848,2013,"25986047",163,2,"YXX",1,0,0
-8.1356,12.6129,2012,"36267403",162,2,"XXY",0,0,1
-8.1356,12.6129,2012,"36267403",162,107,"XFX",0,1,0
-8.1356,12.6129,2012,"36267403",162,36,"YXX",1,0,0
2.62885,6.49686,2017,"40506728",162,119,"XFX",0,1,0
14.4351,-5.56277,2018,"38016502",162,16,"YXX",1,0,0
25.2202,0.515363,2018,"38016502",162,7,"YXX",1,0,0
-17.366,14.7645,2010,"23510258",161,26,"YXX",1,0,0
11.5167,3.86667,2020,"37028468",161,0,"XXY",0,0,1
25.2202,0.515363,2018,"38016502",161,113,"XFX",0,1,0
14.4351,-5.56277,2018,"38016502",160,1,"XXY",0,0,1
30.1815,11.7455,2004,"20212335",160,147,"YXX",1,0,0
34.768,-0.091702,2008,"25395861",160,104,"YXX",1,0,0
35.0058,-15.7861,2002,"19426667",160,6,"XXY",0,0,1
35.0058,-15.7861,2002,"19426667",160,39,"XFX",0,1,0
35.0058,-15.7861,2002,"19426667",160,43,"YXX",1,0,0
20.8805,-0.2816,2018,"38016502",159,26,"YXX",1,0,0
34.1811,0.692778,2023,"39802777",159,102,"XFX",0,1,0
-8.1356,12.6129,2014,"28148267",158,46,"YXX",1,0,0
8.767,3.73203,2006,"34906159",158,1,"XXY",0,0,1
8.767,3.73203,2006,"34906159",158,113,"YXX",1,0,0
14.4351,-5.56277,2018,"38016502",158,100,"XFX",0,1,0
20.8805,-0.2816,2018,"38016502",158,103,"XFX",0,1,0
22.3177,-6.02425,2018,"38016502",158,1,"XXY",0,0,1
25.2202,0.515363,2018,"38016502",158,0,"XXY",0,0,1
36.8219,-1.29207,2011,"32201636",158,50,"YXX",1,0,0
-15.6,11.8667,2004,"19718439",157,66,"YXX",1,0,0
22.3177,-6.02425,2018,"38016502",157,95,"XFX",0,1,0
-17.366,14.7645,2010,"23510258",156,2,"XXY",0,0,1
-17.366,14.7645,2010,"23510258",156,78,"XFX",0,1,0
-8.20697,12.1509,2016,"31718631",156,107,"XFX",0,1,0
22.3177,-6.02425,2018,"38016502",156,38,"YXX",1,0,0
32.5833,0.316667,2008,"23220229",156,110,"YXX",1,0,0
-15.6178,11.8817,2004,"25421474",155,66,"YXX",1,0,0
-1.58333,6.45,2012,"29582732",155,2,"XXY",0,0,1
32.5833,0.316667,2008,"23220229",154,146,"XXY",0,0,1
47.5167,-18.9333,2018,"40506728",154,101,"XFX",0,1,0
47.5167,-18.9333,2018,"40506728",153,33,"YXX",1,0,0
2.62885,6.49686,2017,"40506728",152,18,"YXX",1,0,0
29.662,-4.88376,2017,"33107096",152,4,"XXY",0,0,1
34.5167,10.0667,2020,"37270589",152,15,"XXY",0,0,1
34.7795,-0.6766,2014,"32201636",152,78,"XFX",0,1,0
-2.18869,12.6842,2014,"33172485",151,0,"XFX",0,1,0
-2.18869,12.6842,2014,"33172485",151,20,"YXX",1,0,0
8.74812,3.61983,2012,"25348116",151,0,"XXY",0,0,1
8.74812,3.61983,2012,"25348116",151,138,"XFX",0,1,0
8.74812,3.61983,2012,"25348116",151,138,"YXX",1,0,0
15.3139,-4.33167,2019,"35051550",151,69,"XFX",0,1,0
15.3139,-4.33167,2019,"35051550",151,13,"YXX",1,0,0
-16.4167,13.7167,2007,"37670357",150,26,"YXX",1,0,0
-4.29177,11.1781,2006,"20231394",150,14,"XXY",0,0,1
-4.29177,11.1781,2006,"20231394",150,100,"XFX",0,1,0
-4.29177,11.1781,2006,"20231394",150,54,"YXX",1,0,0
2.62885,6.49686,2017,"40506728",150,0,"XXY",0,0,1
3.36708,6.52613,2002,"38764795",150,66,"YXX",1,0,0
12.35,12.35,2022,"38478177",150,2,"YXX",1,0,0
28.2833,-15.4167,2017,"33002448",150,3,"XXY",0,0,1
33.3306,2.98472,2023,"39802777",150,104,"XFX",0,1,0
-1.58333,6.45,2012,"29582732",149,88,"XFX",0,1,0
20.8805,-0.2816,2018,"38016502",149,3,"XXY",0,0,1
34.7795,-0.6766,2014,"32201636",149,3,"YXX",1,0,0
33.2042,0.424444,2016,"32660999",148,27,"YXX",1,0,0
34.5167,10.0667,2020,"37270589",148,27,"YXX",1,0,0
38.4404,-5.16156,2003,"22144430",148,118,"YXX",1,0,0
-2.18869,12.6842,2014,"33172485",147,0,"XXY",0,0,1
6.017,13.9,2017,"36006247",147,105,"XFX",0,1,0
6.017,13.9,2017,"36006247",147,15,"YXX",1,0,0
-1.58333,6.45,2012,"29582732",146,98,"XFX",0,1,0
33.3306,2.98472,2023,"39802777",146,3,"XXY",0,0,1
34.1811,0.692778,2008,"24799371",146,111,"XXY",0,0,1
13.2344,-8.83833,2014,"30259821",145,23,"YXX",1,0,0
26.783,-16.4235,2017,"31796087",145,0,"YXX",1,0,0
30.8958,-28.5306,2022,"40236387",145,92,"XFX",0,1,0
34.1811,0.692778,2008,"24799371",145,42,"XFX",0,1,0
34.5167,10.0667,2020,"37270589",145,105,"XFX",0,1,0
13.2344,-8.83833,2014,"30259821",145,35,"XFX",0,1,0
13.2344,-8.83833,2014,"30259821",145,2,"XXY",0,0,1
-1.58333,6.45,2012,"29582732",144,2,"XXY",0,0,1
26.9833,-16.75,2020,"39802768",144,44,"XFX",0,1,0
32.2881,2.7724,2014,"28068997",144,3,"YXX",1,0,0
34.1811,0.692778,2008,"24799371",144,113,"YXX",1,0,0
34.1811,0.692778,2023,"39802777",144,10,"XXY",0,0,1
36.8219,-1.29207,2010,"32201636",144,62,"XFX",0,1,0
38.4404,-5.16156,2003,"22144430",144,14,"XFX",0,1,0
39.3933,-6.10809,2017,"32687050",144,3,"XXY",0,0,1
32.2881,2.7724,2014,"28068997",143,9,"XXY",0,0,1
32.2881,2.7724,2014,"28068997",143,28,"XFX",0,1,0
34.1811,0.692778,2021,"39802777",143,0,"YXX",1,0,0
38.9359,-7.72411,2010,"25007802",143,9,"XXY",0,0,1
34.1811,0.692778,2021,"39802777",142,13,"XXY",0,0,1
34.1811,0.692778,2021,"39802777",142,92,"XFX",0,1,0
39.3933,-6.10809,2017,"32687050",142,87,"XFX",0,1,0
39.3933,-6.10809,2017,"32687050",142,4,"YXX",1,0,0
29.662,-4.88376,2017,"33107096",141,36,"XFX",0,1,0
34.1811,0.692778,2023,"39802777",141,0,"YXX",1,0,0
28.2833,-15.4167,2017,"33002448",140,0,"YXX",1,0,0
38.9067,-6.43725,2012,"28829723",140,39,"YXX",1,0,0
8.767,3.73203,2019,"34906159",139,0,"XXY",0,0,1
8.767,3.73203,2019,"34906159",139,19,"YXX",1,0,0
13.2344,-8.83833,2014,"29436339",139,20,"YXX",1,0,0
18.5833,4.36667,2004,"22462737",139,49,"XXY",0,0,1
18.5833,4.36667,2004,"22462737",139,72,"YXX",1,0,0
29.4461,-1.1855,2018,"38016502",139,29,"XXY",0,0,1
32.2881,2.7724,2015,"32070358",139,7,"YXX",1,0,0
47.5167,-18.9333,2018,"40506728",139,6,"XXY",0,0,1
11.5167,3.86667,2014,"37028468",138,118,"XFX",0,1,0
11.5167,3.86667,2014,"37028468",138,61,"YXX",1,0,0
32.2881,2.7724,2015,"32070358",138,66,"XFX",0,1,0
-16.4167,13.7167,2007,"37670357",137,137,"XFX",0,1,0
34.1811,0.692778,2010,"24610872",137,83,"XFX",0,1,0
-8.31791,12.1977,2002,"19245687",136,67,"YXX",1,0,0
29.662,-4.88376,2017,"33107096",136,0,"YXX",1,0,0
34.4563,-13.7756,2000,"15287598",136,3,"XXY",0,0,1
34.4563,-13.7756,2000,"15287598",136,37,"YXX",1,0,0
35.4042,-23.717,2009,"23382159",136,30,"XFX",0,1,0
35.4042,-23.717,2009,"23382159",136,82,"YXX",1,0,0
-15.6178,11.8817,2008,"25421474",135,49,"YXX",1,0,0
9.29454,0.411743,2010,"22362010",135,28,"XXY",0,0,1
9.29454,0.411743,2010,"22362010",135,71,"YXX",1,0,0
33.45,-8.9,2010,"25007802",135,6,"YXX",1,0,0
34.1,7.7,2021,"40681807",135,0,"XXY",0,0,1
34.5864,8.2412,2021,"null",135,0,"XXY",0,0,1
38.9359,-7.72411,2010,"25007802",135,50,"XFX",0,1,0
6.017,13.9,2017,"36006247",134,0,"XXY",0,0,1
13.5833,-1.63333,2009,"21251998",134,15,"XXY",0,0,1
13.5833,-1.63333,2009,"21251998",134,92,"YXX",1,0,0
30.6193,-0.611435,2013,"29390014",134,35,"XXY",0,0,1
30.6193,-0.611435,2013,"29390014",134,44,"XFX",0,1,0
30.6193,-0.611435,2013,"29390014",134,4,"YXX",1,0,0
33.2042,0.424444,2016,"32660999",134,12,"XXY",0,0,1
34.1,7.7,2021,"40681807",134,117,"XFX",0,1,0
34.1,7.7,2021,"40681807",134,2,"YXX",1,0,0
34.1811,0.692778,2010,"24610872",134,53,"YXX",1,0,0
34.5864,8.2412,2021,"null",134,117,"XFX",0,1,0
34.5864,8.2412,2021,"null",134,2,"YXX",1,0,0
14.2343,-6.2649,2023,"40297444",133,65,"XFX",0,1,0
32.5833,-25.9667,2004,"25098280",133,55,"YXX",1,0,0
33.45,-8.9,2010,"25007802",133,14,"XXY",0,0,1
-9.41323,15.8175,2010,"28381273",132,30,"YXX",1,0,0
28.2833,-15.4167,2017,"33002448",132,57,"XFX",0,1,0
33.3306,2.98472,2023,"39802777",132,0,"YXX",1,0,0
11.5167,3.86667,2014,"37028468",131,2,"XXY",0,0,1
34.5864,8.2412,2021,"40681807",131,2,"YXX",1,0,0
34.5864,8.2412,2021,"40681807",131,117,"XFX",0,1,0
34.5864,8.2412,2021,"40681807",131,0,"XXY",0,0,1
0.46,7.15,2004,"17158810",130,101,"YXX",1,0,0
14.7896,14.7896,2011,"38982475",130,1,"XXY",0,0,1
34.2422,-0.0617328,2003,"17467344",130,34,"YXX",1,0,0
46.1258,-22.4036,2006,"19704124",130,66,"YXX",1,0,0
46.1258,-22.4036,2006,"19704124",130,76,"XFX",0,1,0
46.1258,-22.4036,2006,"19704124",130,10,"XXY",0,0,1
14.7896,14.7896,2011,"38982475",129,3,"YXX",1,0,0
17.5667,-12.5167,2023,"40297444",129,70,"XFX",0,1,0
38.9359,-7.72411,2010,"25007802",129,36,"YXX",1,0,0
-12.1782,12.5659,2017,"38982475",128,0,"XXY",0,0,1
-2.18869,12.6842,2018,"33468147",128,8,"YXX",1,0,0
14.2343,-6.2649,2023,"40297444",128,6,"YXX",1,0,0
32,1,2018,"34952573",128,80,"XFX",0,1,0
32,1,2018,"34952573",128,0,"YXX",1,0,0
32.5816,0.3152,2018,"40506728",128,80,"XFX",0,1,0
32.5816,0.3152,2018,"40506728",128,0,"YXX",1,0,0
34.1811,0.692778,2010,"24610872",128,47,"XXY",0,0,1
38.4404,-5.16156,2003,"22144430",128,92,"XXY",0,0,1
14.2343,-6.2649,2023,"40297444",128,0,"XXY",0,0,1
-9.41323,15.8175,2010,"28381273",127,81,"XFX",0,1,0
31.6606,-1.84916,2010,"25007802",127,15,"XXY",0,0,1
32,1,2018,"34952573",127,11,"XXY",0,0,1
32.2881,2.7724,2015,"32070358",127,2,"XXY",0,0,1
32.5816,0.3152,2018,"40506728",127,11,"XXY",0,0,1
-15.6178,11.8817,2012,"25421474",126,43,"YXX",1,0,0
32.2881,2.7724,2016,"32070358",126,51,"XFX",0,1,0
33.45,-8.9,2010,"25007802",126,15,"XFX",0,1,0
36.8219,-1.29207,2009,"32201636",126,56,"YXX",1,0,0
38.6667,-6.4,2011,"23506218",126,59,"XFX",0,1,0
